company,company_id,company_size,country,country_iso3,bundle_id,industry,year,indicator,value,unit_of_measure,sub_code,id
Jungbunzlauer Suisse AG,3377,Large,Switzerland,CHE,36272,Processed Foods,2022,Gross location-based energy indirect (Scope 2) GHG emissions,234000,Metric tons of CO2-equivalent,305-2-a,12475363
Jungbunzlauer Suisse AG,3377,Large,Switzerland,CHE,36272,Processed Foods,2022,Water discharge to all areas with water stress,56045000,m3,303-4-c,12475521
Jungbunzlauer Suisse AG,3377,Large,Switzerland,CHE,36272,Processed Foods,2022,Breakdown of water discharge by sources,56045000,m3,303-4-b,12475027
Jungbunzlauer Suisse AG,3377,Large,Switzerland,CHE,36272,Processed Foods,2022,Gross direct (Scope 1) GHG emissions,498000,Metric tons of CO2-equivalent,305-1-a,12475093
Jungbunzlauer Suisse AG,3377,Large,Switzerland,CHE,36272,Processed Foods,2022,Total weight of hazardous waste diverted from disposal,2176,Metric tons,306-4-b,12475657
Lindt & Sprüngli AG,3379,Large,Switzerland,CHE,36273,Processed Foods,2022,Gross other indirect (Scope 3) GHG emissions,2903452,Metric tons of CO2-equivalent,305-3-a,13757505
Lindt & Sprüngli AG,3379,Large,Switzerland,CHE,36273,Processed Foods,2022,Gross location-based energy indirect (Scope 2) GHG emissions,81610,Metric tons of CO2-equivalent,305-2-a,13755949
Lindt & Sprüngli AG,3379,Large,Switzerland,CHE,36273,Processed Foods,2022,Number of suppliers assessed for social impacts,37,number_of_suppliers,414-2-a,29507374
Tiger Brands Ltd,10325,Large,South Africa,ZAF,58046,Processed Foods,2022,"Total electricity, heating, cooling and steam consumption",2928557,GJ,302-1-c,26645716
"Flowers Foods, Inc.",3164,Large,United States,USA,18790,Processed Foods,2022,Gross location-based energy indirect (Scope 2) GHG emissions,146563,Metric tons of CO2-equivalent,305-2-a,3378009
Lindt & Sprüngli AG,3379,Large,Switzerland,CHE,36273,Processed Foods,2022,Number of suppliers assessed for environmental impacts,37,number_of_suppliers,308-2-a,29507265
Tiger Brands Ltd,10325,Large,South Africa,ZAF,58046,Processed Foods,2022,Employees anti-corruption training,77,number_of_employees,205-2-e,26645690
Tiger Brands Ltd,10325,Large,South Africa,ZAF,58046,Processed Foods,2022,Total energy consumption within the organization,2928557,GJ,302-1-e,26645685
Pivovary Staropramen s.r.o.,3672,Large,Czechia,CZE,36370,Processed Foods,2022,Water withdrawal from all areas,1109538.6,m3,303-3-a,12501116
Pivovary Staropramen s.r.o.,3672,Large,Czechia,CZE,36370,Processed Foods,2022,Employees that took parental leave,36,number_of_employees,401-3-b,12501118
Tiger Brands Ltd,10325,Large,South Africa,ZAF,58046,Processed Foods,2022,Water withdrawal from all areas,3435.89,m3,303-3-a,26645761
Pivovary Staropramen s.r.o.,3672,Large,Czechia,CZE,36370,Processed Foods,2022,New employee hires,129,number_of_employees,401-1-a,29616583
Pivovary Staropramen s.r.o.,3672,Large,Czechia,CZE,36370,Processed Foods,2022,Water consumption from all areas,1109538.6,m3,303-5-a,12501122
Pivovary Staropramen s.r.o.,3672,Large,Czechia,CZE,36370,Processed Foods,2022,Total weight of non-hazardous waste directed to disposal,1.29,Metric tons,306-5-c,12501152
Pivovary Staropramen s.r.o.,3672,Large,Czechia,CZE,36370,Processed Foods,2022,Employee breakdown by gender and region,633,number_of_employees,2-7-a,12501110
Pivovary Staropramen s.r.o.,3672,Large,Czechia,CZE,36370,Processed Foods,2022,Total weight of hazardous waste directed to disposal,6.48,Metric tons,306-5-b,12501173
Pivovary Staropramen s.r.o.,3672,Large,Czechia,CZE,36370,Processed Foods,2022,Total weight of waste directed to disposal,1.29,Metric tons,306-5-a,12501157
Tiger Brands Ltd,10325,Large,South Africa,ZAF,58046,Processed Foods,2022,Gross market-based energy indirect (Scope 2) GHG emissions,239625,Metric tons of CO2-equivalent,305-2-b,26645827
Alicorp SAA,10029,Large,Peru,PER,59885,Processed Foods,2022,Water consumption from all areas with water stress,590749.5,m3,303-5-b,30834618
Tiger Brands Ltd,10325,Large,South Africa,ZAF,58046,Processed Foods,2022,Water consumption from all areas with water stress,3435.89,m3,303-5-b,26645744
Pivovary Staropramen s.r.o.,3672,Large,Czechia,CZE,36370,Processed Foods,2022,Employees that returned to work after parental leabve,4,number_of_employees,401-3-c,12501127
Pivovary Staropramen s.r.o.,3672,Large,Czechia,CZE,36370,Processed Foods,2022,Total weight of waste generated,1.81,Metric tons,306-3-a,12501183
Bega Cheese Limited,3931,Large,Australia,AUS,36483,Processed Foods,2022,Employee breakdown by gender and region,3836,number_of_employees,2-7-a,12613651
Delfi Ltd,11238,Small,Singapore,SGP,23554,Processed Foods,2022,Total weight of waste diverted from disposal,2892.41,Metric tons,306-4-a,2510542
Bega Cheese Limited,3931,Large,Australia,AUS,36483,Processed Foods,2022,Incidents of non-compliance with regulations concerning product and service information and labeling,0,number_of_incidents,417-2-a,30602522
Delfi Ltd,11238,Small,Singapore,SGP,23554,Processed Foods,2022,Reductions in energy consumption achieved through conservation and efficiency measures,1486.93,GJ,302-4-a,2510389
Delfi Ltd,11238,Small,Singapore,SGP,23554,Processed Foods,2022,Incidents of non-compliance with regulations regarding the health and safety impacts of products and services,0,number_of_incidents,416-2-a,19777005
Delfi Ltd,11238,Small,Singapore,SGP,23554,Processed Foods,2022,Total weight of non-hazardous waste directed to disposal,30.36,Metric tons,306-5-c,2510341
Delfi Ltd,11238,Small,Singapore,SGP,23554,Processed Foods,2022,Total weight of waste directed to disposal,30.36,Metric tons,306-5-a,2510417
Delfi Ltd,11238,Small,Singapore,SGP,23554,Processed Foods,2022,Composition of highest governance body,8,number_of_members,2-9-c,19776972
Delfi Ltd,11238,Small,Singapore,SGP,23554,Processed Foods,2022,Total weight or volume of materials used in produced and packaged products,141.08,Metric tons,301-1-a,28905790
Delfi Ltd,11238,Small,Singapore,SGP,23554,Processed Foods,2022,Water consumption from all areas,102841,m3,303-5-a,2510436
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2022,Water withdrawal from all areas with water stress,3694000,m3,303-3-b,13486700
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2022,Water withdrawal breakdown by sources,3694000,m3,303-3-c,13486920
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2022,Gross market-based energy indirect (Scope 2) GHG emissions,199156,Metric tons of CO2-equivalent,305-2-b,13486865
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2022,Water discharge to all areas,3783000,m3,303-4-a,13486239
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2022,Total weight of waste generated,83263,Metric tons,306-3-a,13486705
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2022,Gross location-based energy indirect (Scope 2) GHG emissions,199156,Metric tons of CO2-equivalent,305-2-a,13486570
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2022,Gross direct (Scope 1) GHG emissions,89662,Metric tons of CO2-equivalent,305-1-a,13486884
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2022,Total energy consumption outside of the organization,2733082,GJ,302-2-a,13487043
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2022,Water withdrawal from all areas,3694000,m3,303-3-a,13486896
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2022,Total weight of waste diverted from disposal,78312,Metric tons,306-4-a,13486675
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2022,Total weight of waste directed to disposal,4951,Metric tons,306-5-a,13486678
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2022,Total weight or volume of materials used in produced and packaged products,46298,Metric tons,301-1-a,29507383
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2022,Total fuel consumption from non-renewable sources,1691115,GJ,302-1-a,13486967
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2022,Total fuel consumption from renewable sources,199617,GJ,302-1-b,13486283
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2022,Total energy consumption within the organization,2733082,GJ,302-1-e,13486212
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2022,"Total electricity, heating, cooling and steam consumption",2733082,GJ,302-1-c,13486996
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2022,Total weight of non-hazardous waste diverted from disposal,78312,Metric tons,306-4-c,13486300
Tiger Brands Ltd,10325,Large,South Africa,ZAF,58046,Processed Foods,2022,Water withdrawal breakdown by sources,3435.89,m3,303-3-c,26645747
Ferrero Group,10022,Large,Luxembourg,LUX,58030,Processed Foods,2022,Gross other indirect (Scope 3) GHG emissions,7168193,Metric tons of CO2-equivalent,305-3-a,27259251
Ferrero Group,10022,Large,Luxembourg,LUX,58030,Processed Foods,2022,Total weight of hazardous waste diverted from disposal,1998.59,Metric tons,306-4-b,27259194
Ferrero Group,10022,Large,Luxembourg,LUX,58030,Processed Foods,2022,Gross market-based energy indirect (Scope 2) GHG emissions,91621,Metric tons of CO2-equivalent,305-2-b,27259124
Delfi Ltd,11238,Small,Singapore,SGP,23554,Processed Foods,2022,Total weight of hazardous waste directed to disposal,10.32,Metric tons,306-5-b,2510557
Ferrero Group,10022,Large,Luxembourg,LUX,58030,Processed Foods,2022,Breakdown of water discharge by sources,3126139.15,m3,303-4-b,27259045
Ferrero Group,10022,Large,Luxembourg,LUX,58030,Processed Foods,2022,Water discharge to all areas,3126139.15,m3,303-4-a,27259161
Delfi Ltd,11238,Small,Singapore,SGP,23554,Processed Foods,2022,Employee breakdown by gender and region,4029,number_of_employees,2-7-a,2510395
Ferrero Group,10022,Large,Luxembourg,LUX,58030,Processed Foods,2022,Gross direct (Scope 1) GHG emissions,489787,Metric tons of CO2-equivalent,305-1-a,27259121
Ferrero Group,10022,Large,Luxembourg,LUX,58030,Processed Foods,2022,Total weight of waste diverted from disposal,101348,Metric tons,306-4-a,27259042
Delfi Ltd,11238,Small,Singapore,SGP,23554,Processed Foods,2022,Employee turnover,385,number_of_employees,401-1-b,28905828
Dongwon Industries Co Ltd,6726,Large,"Korea, Rep.",KOR,37775,Processed Foods,2022,Gross market-based energy indirect (Scope 2) GHG emissions,152068,Metric tons of CO2-equivalent,305-2-b,14193100
Dongwon Industries Co Ltd,6726,Large,"Korea, Rep.",KOR,37775,Processed Foods,2022,Breakdown of water discharge by sources,1172162,m3,303-4-b,14194451
Dongwon Industries Co Ltd,6726,Large,"Korea, Rep.",KOR,37775,Processed Foods,2022,Employees that returned to work after parental leabve,9,number_of_employees,401-3-c,14194570
Dongwon Industries Co Ltd,6726,Large,"Korea, Rep.",KOR,37775,Processed Foods,2022,Total fuel consumption from non-renewable sources,4917000,GJ,302-1-a,14194370
Dongwon Industries Co Ltd,6726,Large,"Korea, Rep.",KOR,37775,Processed Foods,2022,Employees entitled to parental leave,13,number_of_employees,401-3-a,14195214
Dongwon Industries Co Ltd,6726,Large,"Korea, Rep.",KOR,37775,Processed Foods,2022,Water withdrawal from all areas,1093706,m3,303-3-a,14195672
Dongwon Industries Co Ltd,6726,Large,"Korea, Rep.",KOR,37776,Processed Foods,2022,Gross location-based energy indirect (Scope 2) GHG emissions,20614,Metric tons of CO2-equivalent,305-2-a,13690770
Dongwon Industries Co Ltd,6726,Large,"Korea, Rep.",KOR,37776,Processed Foods,2022,Total weight of hazardous waste diverted from disposal,101,Metric tons,306-4-b,13691477
Dongwon Industries Co Ltd,6726,Large,"Korea, Rep.",KOR,37776,Processed Foods,2022,Gross direct (Scope 1) GHG emissions,4328,Metric tons of CO2-equivalent,305-1-a,13691087
Dongwon Industries Co Ltd,6726,Large,"Korea, Rep.",KOR,37776,Processed Foods,2022,Total weight or volume of materials used in produced and packaged products,120258.38,Metric tons,301-1-a,30247771
Dongwon Industries Co Ltd,6726,Large,"Korea, Rep.",KOR,37776,Processed Foods,2022,Total number and monetary value of fines for instances of non-compliance with laws and regulations,619,USD,2-27-b,20163650
Dongwon Industries Co Ltd,6726,Large,"Korea, Rep.",KOR,37776,Processed Foods,2022,Value of benefit plan liabilities,22423690,USD,201-3-a,30247574
Dongwon Industries Co Ltd,6726,Large,"Korea, Rep.",KOR,37776,Processed Foods,2022,Employees anti-corruption training,736,number_of_employees,205-2-e,20163712
Ferrero Group,10022,Large,Luxembourg,LUX,58030,Processed Foods,2022,Total weight of non-hazardous waste directed to disposal,1762.13,Metric tons,306-5-c,27259206
Delfi Ltd,11238,Small,Singapore,SGP,23554,Processed Foods,2022,Water withdrawal breakdown by sources,146146,m3,303-3-c,2510347
Ferrero Group,10022,Large,Luxembourg,LUX,58030,Processed Foods,2022,Total fuel consumption from non-renewable sources,8501260,GJ,302-1-a,27258992
Ferrero Group,10022,Large,Luxembourg,LUX,58030,Processed Foods,2022,Employee breakdown by gender and region,39719,number_of_employees,2-7-a,27258983
Ferrero Group,10022,Large,Luxembourg,LUX,58030,Processed Foods,2022,Total weight of waste directed to disposal,101348,Metric tons,306-5-a,27258998
Ferrero Group,10022,Large,Luxembourg,LUX,58030,Processed Foods,2022,Total energy consumption within the organization,10795580,GJ,302-1-e,27259023
Delfi Ltd,11238,Small,Singapore,SGP,23554,Processed Foods,2022,Water discharge to all areas with water stress,43305,m3,303-4-c,2510318
Delfi Ltd,11238,Small,Singapore,SGP,23554,Processed Foods,2022,Water discharge to all areas,43305,m3,303-4-a,2510439
Ferrero Group,10022,Large,Luxembourg,LUX,58030,Processed Foods,2022,Total weight of non-hazardous waste diverted from disposal,99349.7,Metric tons,306-4-c,27259230
McCain Foods,7809,Large,Canada,CAN,38261,Processed Foods,2022,Gross direct (Scope 1) GHG emissions,1370386,Metric tons of CO2-equivalent,305-1-a,13694713
Lactalis ,7810,Large,France,FRA,38262,Processed Foods,2022,Scope 1 biogenic CO2 emissions,354494,Metric tons of CO2-equivalent,305-1-c,14673479
Delfi Ltd,11238,Small,Singapore,SGP,23554,Processed Foods,2022,Breakdown of water discharge by sources,43305,m3,303-4-b,2510353
Delfi Ltd,11238,Small,Singapore,SGP,23554,Processed Foods,2022,Water consumption from all areas with water stress,102841,m3,303-5-b,2510427
Delfi Ltd,11238,Small,Singapore,SGP,23554,Processed Foods,2022,Water withdrawal from all areas with water stress,146146,m3,303-3-b,2510315
Delfi Ltd,11238,Small,Singapore,SGP,23554,Processed Foods,2022,Total weight of hazardous waste diverted from disposal,5784.83,Metric tons,306-4-b,2510474
Ferrero Group,10022,Large,Luxembourg,LUX,58030,Processed Foods,2022,"Total electricity, heating, cooling and steam consumption",10795580,GJ,302-1-c,27259130
Delfi Ltd,11238,Small,Singapore,SGP,23555,Processed Foods,2022,Gross location-based energy indirect (Scope 2) GHG emissions,40266,Metric tons of CO2-equivalent,305-2-a,2510731
Delfi Ltd,11238,Small,Singapore,SGP,23555,Processed Foods,2022,Gross direct (Scope 1) GHG emissions,16261,Metric tons of CO2-equivalent,305-1-a,2510607
Britannia Industries Ltd,7843,Large,India,IND,38280,Processed Foods,2022,Total energy consumption outside of the organization,1439208,GJ,302-2-a,14673879
Britannia Industries Ltd,7843,Large,India,IND,38280,Processed Foods,2022,Reductions in energy requirements of sold products and services,5977,GJ,302-5-a,14673862
Britannia Industries Ltd,7843,Large,India,IND,38280,Processed Foods,2022,Water withdrawal from all areas,294195,m3,303-3-a,14673617
Britannia Industries Ltd,7843,Large,India,IND,38280,Processed Foods,2022,Reductions in energy consumption achieved through conservation and efficiency measures,5977,GJ,302-4-a,14673607
Britannia Industries Ltd,7843,Large,India,IND,38280,Processed Foods,2022,Gross location-based energy indirect (Scope 2) GHG emissions,47096,Metric tons of CO2-equivalent,305-2-a,14673972
Britannia Industries Ltd,7843,Large,India,IND,38280,Processed Foods,2022,Water withdrawal breakdown by sources,294195,m3,303-3-c,14673903
Britannia Industries Ltd,7843,Large,India,IND,38280,Processed Foods,2022,Water withdrawal from all areas with water stress,294195,m3,303-3-b,14673919
Britannia Industries Ltd,7843,Large,India,IND,38280,Processed Foods,2022,Gross market-based energy indirect (Scope 2) GHG emissions,47096,Metric tons of CO2-equivalent,305-2-b,14673686
Britannia Industries Ltd,7843,Large,India,IND,38280,Processed Foods,2022,Gross direct (Scope 1) GHG emissions,77309,Metric tons of CO2-equivalent,305-1-a,14673925
Britannia Industries Ltd,7843,Large,India,IND,38280,Processed Foods,2022,Total fuel consumption from renewable sources,200116,GJ,302-1-b,14673810
Britannia Industries Ltd,7843,Large,India,IND,38280,Processed Foods,2022,Total energy consumption within the organization,1439208,GJ,302-1-e,14673635
Britannia Industries Ltd,7843,Large,India,IND,38280,Processed Foods,2022,Total fuel consumption from non-renewable sources,1439208,GJ,302-1-a,14673895
Austevoll Seafood ASA,8317,Large,Norway,NOR,38420,Processed Foods,2022,Water withdrawal from all areas with water stress,97266,m3,303-3-b,15058768
Austevoll Seafood ASA,8317,Large,Norway,NOR,38420,Processed Foods,2022,Total weight of hazardous waste diverted from disposal,470,Metric tons,306-4-b,15058883
Austevoll Seafood ASA,8317,Large,Norway,NOR,38420,Processed Foods,2022,Total weight of waste generated,88700,Metric tons,306-3-a,15058852
Austevoll Seafood ASA,8317,Large,Norway,NOR,38420,Processed Foods,2022,Water withdrawal breakdown by sources,97266,m3,303-3-c,15058381
Austevoll Seafood ASA,8317,Large,Norway,NOR,38420,Processed Foods,2022,Total weight of waste diverted from disposal,88670,Metric tons,306-4-a,15058403
Austevoll Seafood ASA,8317,Large,Norway,NOR,38420,Processed Foods,2022,Water withdrawal from all areas,97266,m3,303-3-a,15058757
Austevoll Seafood ASA,8317,Large,Norway,NOR,38420,Processed Foods,2022,Total weight of non-hazardous waste diverted from disposal,88200,Metric tons,306-4-c,15058789
Austevoll Seafood ASA,8317,Large,Norway,NOR,38420,Processed Foods,2022,Total weight of waste directed to disposal,88670,Metric tons,306-5-a,15058803
Austevoll Seafood ASA,8317,Large,Norway,NOR,38420,Processed Foods,2022,Total number of significant instances of non-compliance with laws and regulations,3,number_of_instances,2-27-a,20175340
Austevoll Seafood ASA,8317,Large,Norway,NOR,38420,Processed Foods,2022,Total weight of hazardous waste directed to disposal,270,Metric tons,306-5-b,15058867
Austevoll Seafood ASA,8317,Large,Norway,NOR,38420,Processed Foods,2022,Total weight of non-hazardous waste directed to disposal,8500,Metric tons,306-5-c,15058873
Ferrero Group,10022,Large,Luxembourg,LUX,58030,Processed Foods,2022,Total weight of hazardous waste directed to disposal,715.95,Metric tons,306-5-b,27259209
Utz Brands Inc,8351,Large,United States,USA,57968,Processed Foods,2022,Gross direct (Scope 1) GHG emissions,85786.3,Metric tons of CO2-equivalent,305-1-a,25835593
Bakkavor Group Plc,8319,Large,United Kingdom,GBR,38421,Processed Foods,2022,Total weight of waste directed to disposal,6018,Metric tons,306-5-a,15319789
Bakkavor Group Plc,8319,Large,United Kingdom,GBR,38421,Processed Foods,2022,Total energy consumption within the organization,2147695.5,GJ,302-1-e,15325407
Bakkavor Group Plc,8319,Large,United Kingdom,GBR,38421,Processed Foods,2022,Employees entitled to parental leave,18580,number_of_employees,401-3-a,15320319
Bakkavor Group Plc,8319,Large,United Kingdom,GBR,38421,Processed Foods,2022,Employees that took parental leave,18560,number_of_employees,401-3-b,15325769
Bakkavor Group Plc,8319,Large,United Kingdom,GBR,38421,Processed Foods,2022,Total weight of non-hazardous waste diverted from disposal,6018,Metric tons,306-4-c,15319792
Delfi Ltd,11238,Small,Singapore,SGP,23555,Processed Foods,2022,Total energy consumption outside of the organization,381391.2,GJ,302-2-a,2510499
Bakkavor Group Plc,8319,Large,United Kingdom,GBR,38421,Processed Foods,2022,Total weight of waste diverted from disposal,6018,Metric tons,306-4-a,15326193
Utz Brands Inc,8351,Large,United States,USA,57968,Processed Foods,2022,Gross location-based energy indirect (Scope 2) GHG emissions,22401.9,Metric tons of CO2-equivalent,305-2-a,25835408
Delfi Ltd,11238,Small,Singapore,SGP,23555,Processed Foods,2022,Water withdrawal from all areas,169789,m3,303-3-a,2510667
Bakkavor Group Plc,8319,Large,United Kingdom,GBR,38422,Processed Foods,2022,Change in water storage,3715000,m3,303-5-c,14197103
Bakkavor Group Plc,8319,Large,United Kingdom,GBR,38422,Processed Foods,2022,Gross market-based energy indirect (Scope 2) GHG emissions,31104,Metric tons of CO2-equivalent,305-2-b,14197340
Bakkavor Group Plc,8319,Large,United Kingdom,GBR,38422,Processed Foods,2022,Water discharge to all areas,3080000,m3,303-4-a,14197745
Bakkavor Group Plc,8319,Large,United Kingdom,GBR,38422,Processed Foods,2022,Water withdrawal from all areas with water stress,3715000,m3,303-3-b,14196243
Bakkavor Group Plc,8319,Large,United Kingdom,GBR,38422,Processed Foods,2022,Breakdown of water discharge by sources,3080000,m3,303-4-b,14197263
Bakkavor Group Plc,8319,Large,United Kingdom,GBR,38422,Processed Foods,2022,Employee breakdown by gender and region,18972,number_of_employees,2-7-a,14198186
Delfi Ltd,11238,Small,Singapore,SGP,23555,Processed Foods,2022,New employee hires,2658,number_of_employees,401-1-a,28889118
Bakkavor Group Plc,8319,Large,United Kingdom,GBR,38422,Processed Foods,2022,Total weight or volume of materials used in produced and packaged products,56565,Metric tons,301-1-a,30421783
Viciunai Group,10575,Small,Lithuania,LTU,39053,Processed Foods,2022,Gross direct (Scope 1) GHG emissions,31028,Metric tons of CO2-equivalent,305-1-a,14104411
Viciunai Group,10575,Small,Lithuania,LTU,39053,Processed Foods,2022,Significant air emissions,16,Metric tons,305-7-a,20638311
Afia International Co/Jordan,23550,Large,Jordan,JOR,41445,Processed Foods,2022,Composition of highest governance body,10,number_of_members,2-9-c,20235742
Afia International Co/Jordan,23550,Large,Jordan,JOR,41445,Processed Foods,2022,Water withdrawal from all areas,1106437,m3,303-3-a,15764397
Afia International Co/Jordan,23550,Large,Jordan,JOR,41445,Processed Foods,2022,Breakdown of water discharge by sources,238583,m3,303-4-b,15764379
Afia International Co/Jordan,23550,Large,Jordan,JOR,41445,Processed Foods,2022,Water consumption from all areas,1106437,m3,303-5-a,15764346
Afia International Co/Jordan,23550,Large,Jordan,JOR,41445,Processed Foods,2022,Water discharge to all areas with water stress,238583,m3,303-4-c,15765664
Afia International Co/Jordan,23550,Large,Jordan,JOR,41445,Processed Foods,2022,Water consumption from all areas with water stress,1106437,m3,303-5-b,15765706
Delfi Ltd,11238,Small,Singapore,SGP,23555,Processed Foods,2022,Total energy consumption within the organization,381391.2,GJ,302-1-e,2510558
Delfi Ltd,11238,Small,Singapore,SGP,23555,Processed Foods,2022,"Total electricity, heating, cooling and steam consumption",381391.2,GJ,302-1-c,2510538
Alicorp SAA,10029,Large,Peru,PER,59885,Processed Foods,2022,Suppliers with negative environmental impacts,309,number_of_suppliers,308-2-b,30834586
Calbee Inc,12032,Large,Japan,JPN,23931,Processed Foods,2022,Total weight of non-hazardous waste diverted from disposal,60000,Metric tons,306-4-c,6560315
Utz Brands Inc,8351,Large,United States,USA,57968,Processed Foods,2022,Water withdrawal breakdown by sources,706358,m3,303-3-c,25835188
Hassana Boga Sejahtera Tbk PT,52090,Large,Indonesia,IDN,44294,Processed Foods,2022,Employee breakdown by gender and region,131,number_of_employees,2-7-a,17222410
Alicorp SAA,10029,Large,Peru,PER,59885,Processed Foods,2022,Total weight of waste generated,20605,Metric tons,306-3-a,30834614
Utz Brands Inc,8351,Large,United States,USA,57968,Processed Foods,2022,Total fuel consumption from non-renewable sources,1641931.2,GJ,302-1-a,25835142
Calbee Inc,12032,Large,Japan,JPN,23931,Processed Foods,2022,Total weight of waste diverted from disposal,60000,Metric tons,306-4-a,6560314
Utz Brands Inc,8351,Large,United States,USA,57968,Processed Foods,2022,Total weight or volume of materials used in produced and packaged products,12773.5,Metric tons,301-1-a,30216113
Alicorp SAA,10029,Large,Peru,PER,59885,Processed Foods,2022,Incidents of discrimination,27,number_of_incidents,406-1-a,30834607
Calbee Inc,12032,Large,Japan,JPN,23931,Processed Foods,2022,Total weight of waste generated,60000,Metric tons,306-3-a,6560309
Utz Brands Inc,8351,Large,United States,USA,57968,Processed Foods,2022,Total energy consumption within the organization,1855695.6,GJ,302-1-e,25835131
Alicorp SAA,10029,Large,Peru,PER,59885,Processed Foods,2022,Gross other indirect (Scope 3) GHG emissions,1542248.1,Metric tons of CO2-equivalent,305-3-a,30834525
JG Summit Holdings Inc,58095,Large,Philippines,PHL,44878,Processed Foods,2022,GHG emissions reduced as a direct result of reduction initiatives,136227.42,Metric tons of CO2-equivalent,305-5-a,16587897
JG Summit Holdings Inc,58095,Large,Philippines,PHL,44879,Processed Foods,2022,Total energy consumption within the organization,29658971,GJ,302-1-e,17649399
JG Summit Holdings Inc,58095,Large,Philippines,PHL,44879,Processed Foods,2022,Total energy consumption outside of the organization,29658971,GJ,302-2-a,17649625
JG Summit Holdings Inc,58095,Large,Philippines,PHL,44879,Processed Foods,2022,Gross market-based energy indirect (Scope 2) GHG emissions,391600,Metric tons of CO2-equivalent,305-2-b,17649414
JG Summit Holdings Inc,58095,Large,Philippines,PHL,44879,Processed Foods,2022,Total weight of waste diverted from disposal,2977124,Metric tons,306-4-a,17649761
JG Summit Holdings Inc,58095,Large,Philippines,PHL,44879,Processed Foods,2022,Water withdrawal from all areas,26534593,m3,303-3-a,17649595
JG Summit Holdings Inc,58095,Large,Philippines,PHL,44879,Processed Foods,2022,"Total electricity, heating, cooling and steam consumption",29658971,GJ,302-1-c,17649428
JG Summit Holdings Inc,58095,Large,Philippines,PHL,44879,Processed Foods,2022,Total weight of waste directed to disposal,2977125,Metric tons,306-5-a,17649661
JG Summit Holdings Inc,58095,Large,Philippines,PHL,44879,Processed Foods,2022,Total weight of non-hazardous waste diverted from disposal,960803,Metric tons,306-4-c,17649651
JG Summit Holdings Inc,58095,Large,Philippines,PHL,44879,Processed Foods,2022,Total weight or volume of materials used in produced and packaged products,767659,Metric tons,301-1-a,30536437
JG Summit Holdings Inc,58095,Large,Philippines,PHL,44879,Processed Foods,2022,Total weight of non-hazardous waste directed to disposal,2977125,Metric tons,306-5-c,17649783
JG Summit Holdings Inc,58095,Large,Philippines,PHL,44879,Processed Foods,2022,Total fuel consumption from non-renewable sources,27990674,GJ,302-1-a,17649402
JG Summit Holdings Inc,58095,Large,Philippines,PHL,44879,Processed Foods,2022,Total fuel consumption from renewable sources,1668296,GJ,302-1-b,17649606
JG Summit Holdings Inc,58095,Large,Philippines,PHL,44879,Processed Foods,2022,Gross location-based energy indirect (Scope 2) GHG emissions,391600,Metric tons of CO2-equivalent,305-2-a,17649590
JG Summit Holdings Inc,58095,Large,Philippines,PHL,44879,Processed Foods,2022,Gross direct (Scope 1) GHG emissions,2114530,Metric tons of CO2-equivalent,305-1-a,17649587
JG Summit Holdings Inc,58095,Large,Philippines,PHL,44879,Processed Foods,2022,Water withdrawal from all areas with water stress,53069186,m3,303-3-b,17649735
JG Summit Holdings Inc,58095,Large,Philippines,PHL,44879,Processed Foods,2022,Gross other indirect (Scope 3) GHG emissions,109053,Metric tons of CO2-equivalent,305-3-a,17649425
JG Summit Holdings Inc,58095,Large,Philippines,PHL,44879,Processed Foods,2022,Water discharge to all areas,7578379,m3,303-4-a,17649724
JG Summit Holdings Inc,58095,Large,Philippines,PHL,44879,Processed Foods,2022,Water consumption from all areas,18956215,m3,303-5-a,17649474
JG Summit Holdings Inc,58095,Large,Philippines,PHL,44879,Processed Foods,2022,Water withdrawal breakdown by sources,53069186,m3,303-3-c,17649772
JG Summit Holdings Inc,58095,Large,Philippines,PHL,44879,Processed Foods,2022,Total weight of waste generated,2977125,Metric tons,306-3-a,17649818
Jiujiuwang Food International Ltd,58573,Large,China,CHN,44915,Processed Foods,2022,Water consumption from all areas,133104,m3,303-5-a,17185279
Jiujiuwang Food International Ltd,58573,Large,China,CHN,44915,Processed Foods,2022,Water withdrawal from all areas,133104,m3,303-3-a,17189417
